content,id,logo,unTappdAverageRating,unTappdRatings,volume assumed,Type,Town,County,Founded,Defunct,website,URL,Field 17,Count of Brews,StdDvABV,Avg ABV,IpAs,Count of Types,ICBI Member,phone,distributor/rep,distributor-rep,distributorOrrep,jurisdiction,FT_employees,PT_employees,output_2018,output_2017,output_2016,output_2015,output_2014,output_2013,output_2012,output_2011,output_2010,output_2009,tours,Naming Origin,SuccessorBrewery,twitterH,foundedMonth,foundedDay,defunctDay,defunctMonth,defunctYear,start,end,PlaceNamed,MythNamed,BrewerFounderNAmed,PhysicalBreweryClosed,PhysicalBreweryOpened,Farmbased,Operating,ExportPercent?,OnFarmSupply,SourceofFoundFunding,Lagers,Source,NodeID,YearsinBusiness,GrowOwnHops,GrowOwnBarley,HasTaproom,OffersTours,output_2019,output_2020,output_2021,output_2022,BrewedElsewhere,Count of Colabs,town,lon,lat,geo,
Elbow Lane Craft Beer,elbowlane,https://irishcraftbrewing.com/pics/logos/elbowlaneLogo.jpeg,3.62,3579,379,Microbrewery,Oliver Plunkett Street,Cork,01/01/2012,,,https://www.elbowlane.ie/,,17,0.763762616,4.775,"Irish Red Ale
Pale Lager
Hefeweizen
Irish Dry Stout
American Pale Ale
American Amber Lager
Porter
Hefeweizen
Vienna Lager
American Pale Ale
Belgian Strong Golden Ale
Saison Ale
Dunkelweizen
Belgian Strong Golden Ale
Pilsner
Amber Lager
Export Stout",1,,,,,,ROI,,,,,,,,,,,,,,,,,1,1,,,,2012-1-1,2025-02-10,1,,,,,,Yes,,,,14,,63,9.45,,,,,,,,,,0,Oliver Plunkett Street,-8.467977,51.898375,51.89837585,
Errigal Brewing Company,errigal,https://irishcraftbrewing.com/pics/logos/errigalLogo.jpeg,3.62,192,738,Microbrewery,"Annagry, Donegal",Donegal,01/01/2022,,,https://www.facebook.com/ErrigalBrewingCo/,,,,,,1,,,,,,ROI,,,,,,,,,,,,,,,,,1,1,,,,2022-1-1,2025-02-11,,,,,,,Yes,,,,,,,0.26,,,,,,,,,,,"Annagry, Donegal",-8.325158,55.021008,55.02100883,
Fermanagh Beer  Company,fermanagh,https://irishcraftbrewing.com/pics/logos/fermanaghLogo.jpeg,3.45,1198,96,Microbrewery,Derrygonnelly,Fermanagh,01/01/2009,,,http://inishmacsaint.beer,,10,0.760482303,4.85,"Golden Ale
Porter
American Pale Wheat Ale
Belgian Blonde
American Pale Wheat Ale
India Session Ale
Blonde Ale
Witbier
Red IPA
American Pale Ale",1,,,,,,UK,,,,,,,,,,,,,,We take our name from an island that nestles in the beautiful waters of Lough Erne near the village of Derrygonnelly,,@inishmacsaintBC,1,1,,,,2009-1-1,2025-02-12,1,,,,,Yes,Yes,,,,9,,82,12.45,,,,,,,,,,0,Derrygonnelly,-7.8168441,54.4175949,54.41759498,
Four Provinces Brewing Company,fourprovinces,https://irishcraftbrewing.com/pics/logos/fourprovincesLogo.jpeg,3.48,3559,478,Microbrewery,Kimmage,Dublin,01/01/2014,,,https://www.fourprovinces.ie/,,12,1.166547613,5.108333333,"English India Pale Ale
Irish Red Ale
American Red Ale
Herbed Beer
Porter
Imperial India Pale Ale
Vienna Lager
Euro Lager
India Session Ale
English Mild Ale
Blonde Ale
Pilsner",1,,,,,Vanguard,ROI,,,,,,,,,,,,,Yes,,,,1,1,,,,2014-1-1,2025-02-13,1,,,,,,Yes,,,,12,,66,7.44,,,Pub License,,,,,,,0,Kimmage,-6.300758,53.314957,53.31495763,
Franciscan Well Brewery,franciscanwell,https://irishcraftbrewing.com/pics/logos/franciscanwellLogo.jpeg,3.53,75295,3211,Macrobrewery,Port of Cork,Cork,01/01/1998,,,https://franwellbar.com/,,62,1.403236229,5.405892857,"International Pale Ale
Irish Red Ale
Hefeweizen
Irish Dry Stout
Blonde Ale
Extra Stout
English Pale Ale
American Pale Ale
Pale Lager
Porter
International Pale Ale
Hefeweizen
Saison Ale
Blonde Ale
California Common Ale
Saison Ale
Pale Lager
Rye Pale Ale
English India Pale Ale
Winter Ale
Dunkelweizen
Saison Ale
Belgian Dubbel
English Bitter
Herbed Beer
Hefeweizen
Saison Ale
Double IPA
Irish Red Ale
Winter Ale
Bock
American IPA
Extra Stout
American IPA
American Pale Ale
Malt Beer
Extra Stout
Imperial Stout
Saison Ale
Imperial India Pale Ale
American IPA
Hefeweizen
Porter
Pilsner
Vienna Lager
American Light Lager
International IPA
Double IPA
Milk Stout
California Common Ale
Irish Red Ale
Saison Ale
Irish Dry Stout
Belgian Pale Ale
American Pale Ale
Farmhouse Ale
Coffee Stout
Pale Lager
Spiced Beer
Dark Lager
English India Pale Ale
New England Pale Ale",1,,,,,,ROI,69,,90000,,,,,,4500,,,,No,,Molson Coors Ireland,,1,1,,,,1998-1-1,2025-02-14,1,,,,,,Yes,,,,36,,67,23.45,,,No,Yes,,,,,,0,Port of Cork,-8.451622,51.900076,51.90007685,
Galway Bay Brewery,galwaybay,https://irishcraftbrewing.com/pics/logos/galwaybayLogo.jpeg,3.68,204885,16457,Microbrewery,Ballybrit,Galway,01/01/2009,,,https://galwaybaybrewery.com/,,138,2.395598941,6.439393939,"American IPA
Milk Stout
Imperial India Pale Ale
Irish Red Ale
Porter
Session IPA
American IPA
Imperial Stout
Table Beer
Imperial India Pale Ale
Imperial Porter
Sour Ale
Porter
Dortmunder Lager
Euro Lager
Sour Ale
Berliner Weisse
Saison Ale
India Session Ale
Scotch Ale
Imperial India Pale Ale
American Red Ale
American IPA
Saison Ale
Saison Ale
Black Cascadian Ale
Sour Ale
Porter
Sour Ale
Dunkelweizen
New Zealand Pale Ale
American Brown Ale
Triple IPA
Sour Ale
Black Cascadian Ale
Imperial India Pale Ale
American IPA
Sour Ale
Witbier
Saison Ale
Sour Ale
Saison Ale
Sour Ale
New England IPA
Scotch Ale
Stout Other
Lager
California Common Ale
Black Cascadian Ale
American Pale Ale
Imperial Brown Ale
Pumpkin Beer
Scotch Ale
American IPA
Sour Ale
Export Stout
Berliner Weisse
Porter
Fruit Beer
American Brown Ale
Saison Ale
Sour Ale
Triple IPA
English Pale Ale
Imperial Stout
Imperial India Pale Ale
India Session Ale
American IPA
American Barleywine
Berliner Weisse
American Pale Ale
India Session Ale
Pilsner
American IPA
Imperial Red Ale
New England IPA
Sour Ale
Export Stout
International IPA
Imperial India Pale Ale
English Pale Ale
Saison Ale
Sour Ale
American Imperial Double Stout
American IPA
Brown Ale
International IPA
Imperial Stout
Irish Red Ale
Coffee Stout
Scotch Ale
Helles Lager
Imperial Russian Stout
Saison Ale
Sour Ale
Imperial Black Ale
New England IPA
Helles Lager
Helles Lager
Helles Lager
Double IPA
Berliner Weisse
Black Cascadian Ale
Pilsner
Table Beer
Double IPA
Imperial Double Stout
Sour Ale
Sour Ale
Farmhouse Ale
Barleywine
Rauchbier
Sour Ale
Barleywine Other
American IPA
Fruited Sour
American IPA
Märzen
Black Cascadian Ale
Imperial Stout
Imperial Russian Stout
Dark Lager
New England Pale Ale
Festbier
Pilsner
Czech Pilsner
New England Pale Ale
New England Pale Ale
Smoked Beer
New England Pale Ale
Double IPA
New Zealand Pale Ale
Black Cascadian Ale
Märzen
Imperial Stout
Double IPA
Irish Dry Stout
Czech Pilsner",1,,,,,Noreast,ROI,,,1000000,,,,,,,,,,No,,,,1,1,,,,2009-1-1,2025-02-15,1,,,,,,Yes,,,,58,,68,12.45,,,Pub License,Yes,,,,,,9,Ballybrit,-9.003378,53.288752,53.2887529,
Galway Hooker Brewery,galwayhooker,https://irishcraftbrewing.com/pics/logos/galwayhookerLogo.jpeg,3.45,41679,2698,Microbrewery,Oranmore,Galway,01/01/2006,,,https://galwayhooker.ie/,,44,0.791098036,4.818604651,"American Pale Ale
Irish Dry Stout
American IPA
Amber Lager
Imperial India Pale Ale
Dark Lager
International Pale Ale
Stout Other 
Rye Pale Ale
American Pale Ale
Dunkelweizen
Porter
English Pale Ale
Irish Red Ale
Irish Dry Stout
Weissebier
American IPA
Witbier
Dark Ale
Amber Lager
Porter
Honey Beer
Pilsner
Irish Red Ale
India Session Ale
Lager
American IPA
Golden Ale
Irish Red Ale
International IPA
Honey Beer
International IPA
India Session Ale
India Session Ale
Milk Stout
India Session Ale
Porter
New England IPA
American IPA
Farmhouse Ale
Pastry Stout
American IPA
American IPA
Herbed Beer",1,,,,,Noreast,ROI,,,,,,,,,,,,,No,,,,1,1,,,,2006-1-1,2025-02-16,,1,,,,,Yes,,,,27,,69,15.45,,,No,,,,,,,0,Oranmore,-8.9297335,53.2647506,53.26475069,
Get'er Brewed,geterbrewed,https://irishcraftbrewing.com/pics/logos/geterbrewedLogo.jpeg,3.34,859,283,Microbrewery,"86 Clonkeen Road 
Randalstown",Antrim,01/01/2019,,,www.geterbrewed.ie,,,,,,1,,,,,,UK,,,,,,,,,,,,,No,,Our Brewery,@geterbrewed,1,1,,,,2019-1-1,2025-02-17,,,,,,,Yes,,,,,,,3.03,,,No,,,,,,,,Randalstown,-6.320274,54.7500518,54.75005186,
Glenwinny Brewstillery,glenwinny,https://irishcraftbrewing.com/pics/logos/noimageLogo.jpeg,,,0,Microbrewery,"30 Main St, Lisbellaw, Enniskillen BT94 5ER",Fermanagh,01/02/2023,,,,,,,,,1,,,,,,UK,,,,,,,,,,,,,,,,,2,1,,,,2023-2-1,2025-02-18,,,,,,,Yes,,,,,,,0.16,,,,,,,,,,,"30 Main St, Lisbellaw, Enniskillen BT94 5ER",-7.535654478,54.31743205,54.31743205,
Harbour Bar Brewing,harbourbar,https://irishcraftbrewing.com/pics/logos/harbourbarLogo.jpeg,3.43,267,49,Microbrewery,Howth,Dublin,01/01/2016,,,https://www.facebook.com/HarbourBarHowth/,,2,0.494974747,4.65,"Irish Dry Stout
Euro Lager",1,,,,,,ROI,,,,,,,,,,,,,,,,,1,1,,,,2016-1-1,2025-02-19,1,,,,,,Yes,,,,2,,181,5.44,,,,,,,,,,0,Howth,-6.066375,53.386929,53.38692961,
Heaney Farmhouse Beer,heaney,https://irishcraftbrewing.com/pics/logos/heaneyLogo.jpeg,3.52,13675,2514,Microbrewery,Bellaghy,Londonderry,01/01/2016,,,http://www.heaneyfarmhousebrewing.com/talking-beer/,,36,1.538046586,5.988888889,"Irish Dry Stout
Irish Red Ale
Imperial Milk Stout
English India Pale Ale
Blonde Ale
American Pale Ale
International Pale Ale
Session IPA
American Amber Ale
American IPA
Porter
International Pale Ale
Porter
Porter
Spiced Beer
Coffee Porter
International IPA
American IPA
Porter
American IPA
Imperial Russian Stout
American IPA
American IPA
Farmhouse Ale
International Pale Ale
American Pale Ale
Witbier
Farmhouse Ale
Double IPA
Imperial Stout
Black Cascadian Ale
New England Pale Ale
Farmhouse Ale
English India Pale Ale
Farmhouse Ale
New England IPA",1,Yes,,,,Noreast,UK,,,,,,,,,,,,,No,,,@HeaneyBrewery,1,1,,,,2016-1-1,2025-02-20,1,,,,,Yes,Yes,,,,23,,167,5.44,,,No,,,,,,,3,Bellaghy,-6.521467,54.80747,54.80747652,
Heineken Ireland,heineken,https://irishcraftbrewing.com/pics/logos/heinekenLogo.jpeg,3.42,298058,7748,Macrobrewery,Cork,Cork,01/01/1983,,,http://www.heinekenireland.ie,,19,1.342122076,4.85625,"Irish Dry Stout
Irish Red Ale
Irish Dry Stout
International IPA
Irish Red Ale
Irish Red Ale
Irish Dry Stout
Blonde Ale
Stout Other
Pale Lager
Irish Red Ale
Lager
Euro Lager
Blonde Ale
Irish Dry Stout
Golden Ale
English India Pale Ale
American Light Lager
Irish Dry Stout",1,,,,,,ROI,,,,,,,,,,,,,No,,,,1,1,,,,1983-1-1,2025-02-21,,,1,,,,Yes,,,,11,,74,38.47,,,No,,,,,,,0,Cork,-8.4863157,51.8968917,51.89689178,
Hercules Brewing Company,hercules,https://irishcraftbrewing.com/pics/logos/herculesLogo.jpeg,3.34,6649,903,Microbrewery,"Hercules House, Belfast",Antrim,01/02/2014,,,https://www.nigoodfood.com/producers/hercules-brewing-company/,,18,0.582898998,4.672222222,"English Pale Ale
English Pale Ale
Irish Dry Stout
American IPA
Amber Lager
American Red Ale
American Pale Ale
Coffee Stout
English India Pale Ale
Winter Ale
Saison Ale
Pale Lager
Pale Lager
New England IPA
International Pale Ale
International IPA
Porter
Irish Red Ale",1,,028 90732206,,,Phoenix Premium Drinks,UK,,,,,,,,,,,,,No,,,https://twitter.com/YardsmanLager,2,1,,,,2014-2-1,2025-02-22,,,,,,,Yes,,,,17,,75,7.36,,,No,,,,,,,0,"Hercules House, Belfast",-5.864016,54.632029,54.63202959,
Hilden Brewing Company,hilden,https://irishcraftbrewing.com/pics/logos/hildenLogo.jpeg,3.35,22287,551,Microbrewery,Hilden House,Antrim,01/01/1981,,,http://www.hildenbrewery.com,,67,0.905214594,4.749230769,"English Pale Ale
American Amber Ale
Blonde Ale
American Pale Wheat Ale
Golden Ale
Irish Dry Stout
Irish Red Ale
American Red Ale
American IPA
American Pale Ale
English Bitter
English Bitter
Irish Red Ale
English Brown Ale
Imperial India Pale Ale
Stout Other
Irish Red Ale
Belgian Tripel
International Pale Ale
Golden Ale
Golden Ale
English Pale Ale
Rye Pale Ale
Malt Beer
Imperial India Pale Ale
Ruby Porter
English Pale Ale
Irish Red Ale
English India Pale Ale
English Pale Ale
Porter
English Bitter
American IPA
International Pale Ale
English Pale Ale
Porter
New England IPA
Helles Lager
Rye Beer
International IPA
International IPA
Other
Porter
Porter
American Light Lager
New England IPA
English Bitter
Brut IPA
Rye IPA
Irish Dry Stout
American IPA
New England Pale Ale
International Pale Ale
American IPA
English Bitter
English Pale Ale
Belgian Pale Ale
American Pale Ale
Farmhouse Ale
International Pale Ale
English Pale Ale
International IPA
Session IPA
Session IPA
American Pale Ale
English Pale Ale
International Pale Ale",1,,,,,,UK,,,,,,,,,,,,,Yes,,,@HildenBrewery,1,1,,,,1981-1-1,2025-02-23,1,,,,,Yes,Yes,,,,34,,76,40.47,,,Restaurant License,,,,,,,0,Hilden House,-6.025713,54.520209,54.5202096,
Hope Beer,hope,https://irishcraftbrewing.com/pics/logos/hopeLogo.jpeg,3.63,28161,5511,Microbrewery,Kilbarrack,Dublin,01/05/2016,,,http://hopebeer.ie/,,88,1.515022344,5.644827586,"American IPA
Saison Ale
Blonde Ale
Session IPA
Session IPA
International Pale Ale
Berliner Weisse
Export Stout
International Pale Ale
Sour Ale
Pale Lager
Lager
Rye Pale Ale
New England IPA
Coffee Stout
American IPA
Imperial Stout
India Session Ale
New England IPA
Sour Ale
Honey Beer
New England IPA
Double IPA
Helles Lager
International Pale Ale
Farmhouse Ale
American Amber Ale
Coffee Stout
Session IPA
New England DIPA
India Session Ale
Imperial Milk Stout
Red IPA
India Session Ale
India Session Ale
Imperial Stout
Brown Ale
Stout Other
Amber Lager
American IPA
India Pale Lager
American IPA
American Stout
Bock
Imperial Russian Stout
Coffee Stout
Radler
American IPA
Sour Ale
Black Cascadian Ale
American IPA
Belgian Dubbel
Export Stout
American IPA
Sour Ale
American Pale Ale
Vienna Lager
New England Pale Ale
American Pale Ale
Fruited Sour
Red IPA
Double IPA
Golden Ale
American Pale Ale
American Pale Ale
Belgian Dubbel
American IPA
Brown Ale
Old Ale
Irish Dry Stout
Fruited Sour
Session IPA
Gose
Imperial Pastry Stout
Belgian Tripel
Fruited Sour
Session IPA
Pilsner
Amber Lager
Irish Dry Stout
International Pale Ale
Imperial Stout
Gose
Extra Stout
American Pale Ale
International Pale Ale
Amber Lager
Farmhouse Ale",1,Yes,,,,Noreast,ROI,,,,,,,,,,,,,Yes,"The core beers in the range are creatively titled Handsome Jack, Grunt and Passifyoucan with the names drawn from colourful fables from Fingal lore which can all be read on the bottles and at the website hopebeer.ie.",,,5,1,,,,2016-5-1,2025-02-24,,,,,,,Yes,,,,45,,78,5.11,,,No,Yes,,,,,,5,Kilbarrack,-6.154217,53.390917,53.39091762,
Hopfully Brewing,hopfully,https://irishcraftbrewing.com/pics/logos/hopfullyLogo.jpeg,3.66,16728,3768,Microbrewery,Waterford,Waterford,01/01/2017,,,https://hopfullybrewing.com/,,63,1.315249875,5.141269841,"Saison Ale
California Common Ale
American IPA
International Pale Ale
International Pale Ale
Porter
International Pale Ale
Irish Red Ale
Saison Ale
Pale Wheat Ale
Pilsner
English Porter
California Common Ale
Saison Ale
Dark Lager
American Pale Wheat Ale
Saison Ale
Helles Lager
International IPA
Rye Beer
New England Pale Ale
New England Pale Ale
English Brown Ale
Witbier
Saison Ale
India Session Ale
Table Beer
India Session Ale
India Session Ale
Coffee Stout
Sour Ale
Sour Ale
American Pale Ale
Scotch Ale
Baltic Porter
Porter
Belgian Strong Dark Ale
New England Pale Ale
New England DIPA
New England Pale Ale
Fruited Sour
New England IPA
India Session Ale
New England Pale Ale
New England IPA
New England IPA
Imperial Oatmeal Stout
New England IPA
Fruited Sour
Double IPA
Gose
Gose
Gose
Gose
New England IPA
Fruited Sour
Sour Ale
New England IPA
American IPA
International Pale Ale
New England IPA
Gluten Free Pale Ale
Gluten Free Pale Ale",1,Yes,,,,,ROI,,,,,,,,,,,,,Yes,,,,1,1,,,,2017-1-1,2025-02-25,,,,,,,Yes,,,,33,,79,4.44,,,No,,,,,,,5,Waterford,-7.11697,52.263546,52.26354671,
Jack Smyth,jacksmyth,https://irishcraftbrewing.com/pics/logos/noimageLogo.jpeg,3.39,3437,534,Microbrewery,Kilcoole,Dublin,01/01/2015,,,http://boxtyhouse.ie/,,6,0.173205081,4.4,"Irish Dry Stout
International Pale Ale
Irish Red Ale
Amber Lager
Irish Red Ale
International Pale Ale",1,Yes,,,,,ROI,,,,,,,,,,,,,,,,,1,1,,,,2015-1-1,2025-02-26,,,,,,,Yes,,,,4,,165,6.44,,,,,,,,,,0,Kilcoole,-6.0645861,53.1062723,53.10627236,
JJ's Craft Brewing Company,jjs,https://irishcraftbrewing.com/pics/logos/jjsLogo.jpeg,3.35,2850,466,Microbrewery,Kilmallock,Limerick,01/05/2015,,,https://jjscraftbrewing.ie/,,15,0.808702665,4.84,"American IPA
Irish Dry Stout
Pilsner
Irish Red Ale
English Pale Ale
Oyster Stout
Irish Dry Stout
International Pale Ale
Mead
Pilsner
Mead
American IPA
Stout Other
Witbier
Farmhouse Ale",1,,,,,,ROI,,,,,,,,,,,,,Yes,,,,5,1,,,,2015-5-1,2025-02-27,,,1,,,,Yes,,,,12,,87,6.12,,,No,Yes,,,,,,0,Kilmallock,-8.5709354,52.3986564,52.39865649,
Jumping Church Brewery,jumpingchurch,https://irishcraftbrewing.com/pics/logos/jumpingchurchLogo.jpeg,3.5,61,38,Microbrewery,Kildemock,Louth,01/06/2020,,,https://www.jumpingchurchbrewery.ie,,4,0.788986692,4.825,"American Pale Ale
India Pale Ale
Irish Dry Stout
Irish Red Ale",1,,,,,,ROI,,,,,,,,,,,,,,,,,6,1,,,,2020-6-1,2025-02-28,,,,,,Yes,Yes,,,,4,,,1.61,,,No,,,,,,,0,Kildemock,-6.519401,53.837528,53.83752865,
Kildare Brewing Company,kildare,https://irishcraftbrewing.com/pics/logos/kildareLogo.jpeg,3.58,1071,241,Microbrewery,Sallins,Kildare,01/01/2017,,,https://www.kildarebrewing.ie/,,41,0.792483358,4.881578947,"American Pale Ale
Helles Lager
Irish Red Ale
English Pale Ale
Hefeweizen
Dunkelweizen
German Pilsner
Irish Dry Stout
Irish Dry Stout
International Pale Ale
Spiced Beer
Vienna Lager
Brown Ale
American Pale Wheat Ale
Witbier
Irish Dry Stout
Milk Stout
International IPA
Kellerbier
Helles Lager
Schwartzbier
Euro Lager
Irish Dry Stout
Red IPA
Milk Stout
Coffee Stout
New England IPA
Session IPA
New England IPA
Saison Ale
Rye IPA
Golden Ale
American IPA
Milk Stout
American IPA
American IPA
Irish Dry Stout
American IPA
Irish Dry Stout
Kolsch Lager
American IPA",1,,,,,,ROI,,,,,,,,,,,,,,,,,1,1,,,,2017-1-1,2025-03-01,1,,,,,,Yes,,,,29,,91,4.44,,,,,,,,,,1,Sallins,-6.6652313,53.251067,53.25106767,
Killarney Brewing Company,killarney,https://irishcraftbrewing.com/pics/logos/killarneyLogo.jpeg,3.65,27483,4268,Microbrewery,Dromhale,Kerry,01/01/2015,,,https://killarneybrewingdistilling.com/,,52,1.4866691,5.636170213,"American Pale Ale
Blonde Ale
Helles Lager
Oatmeal Stout
Saison Ale
Irish Red Ale
Belgian Strong Dark Ale
Märzen
American IPA
Amber Lager
Amber Lager
American Pale Ale
English India Pale Ale
American IPA
Milk Stout
New England IPA
American IPA
International IPA
Blonde Ale
American IPA
Milk Stout
New England IPA
Czech Pilsner
Farmhouse Ale
Hefeweizen
Belgian IPA
Farmhouse Ale
Irish Red Ale
Saison Ale
Saison Ale
Stout Other
India Pale Lager
Coffee Stout
Farmhouse Ale
Czech Pilsner
Belgian Tripel
Irish Dry Stout
International IPA
Irish Red Ale
Double IPA
Milk Stout
Farmhouse Ale
Belgian Dubbel
Coffee Stout
Witbier
Imperial Red Ale
Belgian Strong Dark Ale
International Pale Ale
New England IPA
Imperial Stout
Session IPA
American Barleywine",1,,,,,Barry & Fitzwilliam,ROI,,,,,,,,,,,,,Yes,,,,1,1,,,,2015-1-1,2025-03-02,1,,,,,,Yes,,,,32,,92,6.44,,,Yes,Yes,,,,,,1,Dromhale,-9.507165,52.05425,52.05425095,
Kinnegar Brewing,kinnegar,https://irishcraftbrewing.com/pics/logos/kinnegarLogo.jpeg,3.66,101316,10721,Microbrewery,"K2, Ballyraine Industrial Estate, Letterkenny",Donegal,01/01/2012,,,https://kinnegarbrewing.ie/,,83,1.539816585,5.448795181,"English India Pale Ale
Rye Beer
American Amber Ale
English Pale Ale
Black Cascadian Ale
Porter
American IPA
American Pale Ale
Session IPA
Saison Ale
Rye IPA
Export Stout
International Pale Ale
New England IPA
Sour Ale
Sour Ale
Sour Ale
Sour Ale
Belgian Dubbel
Red IPA
Rye IPA
Pumpkin Beer
Sour Ale
Sour Ale
Cream Ale
Coffee Stout
Rye IPA
Sour Ale
Dortmunder Lager
Red Ale
Porter
Saison Ale
Porter
Farmhouse Ale
Helles Lager
Imperial India Pale Ale
Belgian Tripel
Sour Ale
Sour Ale
Red IPA
Sour Ale
Table Beer
Amber Lager
German Pilsner
New England DIPA
Sour Ale
Sour Ale
Sour Ale
American Pale Ale
Sour Ale
Sour Ale
Hefeweizen
Porter
Non-Alcoholic
Rye Beer
Rye Beer
Rye Beer
Sour Ale
Farmhouse Ale
Non-Alcoholic
Helles Lager
India Session Ale
Irish Dry Stout
India Session Ale
Fruited Sour
Pale Lager
Fruited Sour
American Barleywine
Milk Stout
Smoked Beer
German Pilsner
American Brown Ale
New England Pale Ale
New England Pale Ale
Hefeweizen
American Pale Ale
Milk Stout
Session IPA
Rye IPA
Farmhouse Ale
Imperial Stout
Gose
New England IPA",1,Yes,,,,Grand Cru,ROI,,,800000,,,,,,,,,,Yes,"A local beach, beers often fields, their dogs, etc.",,@kinnegarbrewing,1,1,,,,2012-1-1,2025-03-03,1,,,,,,Yes,,,,44,,94,9.45,,,,Yes,,,,,,3,"K2, Ballyraine Industrial Estate, Letterkenny",-7.706114614,54.95571598,54.95571598,
Knockout Brewing,knockout,https://irishcraftbrewing.com/pics/logos/knockoutLogo.jpeg,3.34,1559,242,Microbrewery,"Alanbrooke Park, Belfast",Antrim,01/01/2015,,,http://www.knockoutbrewing.co.uk,,44,0.952650137,4.861363636,"English India Pale Ale
Irish Red Ale
American Pale Ale
English India Pale Ale
Hefeweizen
India Session Ale
Irish Dry Stout
American IPA
American IPA
English India Pale Ale
International Pale Ale
International Pale Ale
Irish Dry Stout
Stout Other
Witbier
American IPA
Stout Other
Irish Dry Stout
India Session Ale
English Pale Ale
Stout Other
Gluten Free India Pale Ale
Irish Dry Stout
Double IPA
Czech Pilsner
Double IPA
English Pale Ale
American Pale Ale
English India Pale Ale
New England IPA
English India Pale Ale
Blonde Ale
American Amber Ale
American IPA
Session IPA
English Pale Ale
International IPA
American IPA
Kolsch Lager
Double IPA
Blonde Ale
International IPA
American IPA
Irish Red Ale",1,,074 60775104,,,Direct,UK,,,,,,,,,,,,,,,,,1,1,,,,2015-1-1,2025-03-04,,,,,,,Yes,,,,21,,96,6.44,,,,,,,,,,1,"Alanbrooke Park, Belfast",-5.887587,54.58007,54.58007059,
Lacada Brewery,lacada,https://irishcraftbrewing.com/pics/logos/lacadaLogo.jpeg,3.73,13059,1564,Microbrewery,Portrush,Antrim,01/07/2014,,,http://www.lacadabrewery.com,,91,1.504845247,5.820879121,"English Porter
India Session Ale
Dark Ale
Golden Ale
American IPA
Export Stout
English Pale Ale
International Pale Ale
Golden Ale
Sour Ale
Extra Stout
Irish Dry Stout
Irish Dry Stout
Sour Ale
American IPA
Extra Stout
English India Pale Ale
International Pale Ale
Sour Ale
American Amber Ale
Hefeweizen
Double IPA
Belgian Pale Ale
Coffee Stout
Sour Ale
Dark Ale
Export Stout
Rye IPA
India Pale Ale
Belgian Strong Golden Ale
International Pale Ale
Sour Ale
Irish Dry Stout
Honey Beer
American Pale Ale
Gose
Black Cascadian Ale
Milkshake IPA
New England Pale Ale
India Pale Ale
English India Pale Ale
Belgian Pale Ale
Imperial Stout
English Pale Ale
English Pale Ale
English India Pale Ale
Saison Ale
American IPA
English Stout
American Pale Ale
Stout Other
American Pale Ale
English Pale Ale
Double IPA
Milk Stout
Sour Ale
Scotch Ale
Imperial Double Stout
International Pale Ale
Sour IPA
New England IPA
California Common Ale
American Barleywine
New England Pale Ale
New England Pale Ale
Helles Lager
International Pale Ale
American Pale Ale
Fruited Sour
New England Pale Ale
New England DIPA
Sour IPA
New England Pale Ale
Table Beer
New England IPA
New England IPA
International Pale Ale
Rye IPA
New England IPA
Coffee Ale
Dunkelweizen
Black Cascadian Ale
American Pale Ale
International Pale Ale
Pilsner
Doppelbock
Pastry Stout
Cream Ale
English Bitter
New England Pale Ale
California Common Ale",1,,028 7082 5684,,,Nelson Sauvin,UK,,,,,,,,,,,,,Yes,"""Lacada"" is derived from Liach Fada. It means 'the longstone' and refers to a low, mean, rocky outcrop about 300 yards east of the world famous Giant's Causeway. In 1588 one of the remnants of the Spanish Armada, a galleas named Girona, was desperately trying to return home but a relentless storm forced her onto the north coast of Ireland. She was wrecked on Lacada point with only nine survivors. In the late 1960's a diving team located the wreck off Lacada point and the salvage work brought up many artefacts, the most valuable being a gold salamander that was, originally, encrusted in rubies. The strong story, particular to our rugged coastline, had history and it had treasure! It gave you something to read on the bottle – ever notice beer drinkers absorbed in reading the label?",,,7,1,,,,2014-7-1,2025-03-05,1,,,,,,Yes,,,,48,,97,8.35,,,No,,,,,,,3,Portrush,-6.651145,55.203749,55.20374967,
